"Personen naar door de huisarts geregistreerde diagnose; inkomen";;;;
2008;7e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;149
2008;7e 10%-inkomensgroep;Mannen;Totaal leeftijd;37
2008;7e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2008;7e 10%-inkomensgroep;Mannen;15 tot 30 jaar;2
2008;7e 10%-inkomensgroep;Mannen;30 tot 45 jaar;12
2008;7e 10%-inkomensgroep;Mannen;45 tot 60 jaar;42
2008;7e 10%-inkomensgroep;Mannen;60 tot 75 jaar;128
2008;7e 10%-inkomensgroep;Mannen;75 jaar of ouder;153
2008;7e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;32
2008;7e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2008;7e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;2
2008;7e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;11
2008;7e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;35
2008;7e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;96
2008;7e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;146
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;31
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;.
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;6
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;39
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;93
2008;8e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;145
2008;8e 10%-inkomensgroep;Mannen;Totaal leeftijd;34
2008;8e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2008;8e 10%-inkomensgroep;Mannen;15 tot 30 jaar;4
2008;8e 10%-inkomensgroep;Mannen;30 tot 45 jaar;7
2008;8e 10%-inkomensgroep;Mannen;45 tot 60 jaar;45
2008;8e 10%-inkomensgroep;Mannen;60 tot 75 jaar;106
2008;8e 10%-inkomensgroep;Mannen;75 jaar of ouder;132
2008;8e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;29
2008;8e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2008;8e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;2
2008;8e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;6
2008;8e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;32
2008;8e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;79
2008;8e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;155
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;30
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;.
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;2
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;6
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;32
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;96
2008;9e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;131
2008;9e 10%-inkomensgroep;Mannen;Totaal leeftijd;33
2008;9e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2008;9e 10%-inkomensgroep;Mannen;15 tot 30 jaar;2
2008;9e 10%-inkomensgroep;Mannen;30 tot 45 jaar;8
2008;9e 10%-inkomensgroep;Mannen;45 tot 60 jaar;37
2008;9e 10%-inkomensgroep;Mannen;60 tot 75 jaar;112
2008;9e 10%-inkomensgroep;Mannen;75 jaar of ouder;126
2008;9e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;26
2008;9e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2008;9e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;.
2008;9e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;4
2008;9e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;26
2008;9e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;78
2008;9e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;135
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;Totaal leeftijd;24
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;0 tot 15 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;15 tot 30 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;30 tot 45 jaar;5
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;45 tot 60 jaar;27
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;60 tot 75 jaar;63
2008;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;75 jaar of ouder;109
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;Totaal leeftijd;30
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;0 tot 15 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;15 tot 30 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;30 tot 45 jaar;6
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;45 tot 60 jaar;37
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;60 tot 75 jaar;78
2008;10e 10%-inkomensgroep (hoog inkomen);Mannen;75 jaar of ouder;124
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;Totaal leeftijd;17
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;0 tot 15 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;15 tot 30 jaar;.
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;30 tot 45 jaar;3
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;45 tot 60 jaar;16
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;60 tot 75 jaar;45
2008;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;75 jaar of ouder;95
2009;Totaal alle inkomens;Totaal mannen en vrouwen;Totaal leeftijd;45
2009;Totaal alle inkomens;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;Totaal alle inkomens;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;Totaal alle inkomens;Totaal mannen en vrouwen;30 tot 45 jaar;11
2009;Totaal alle inkomens;Totaal mannen en vrouwen;45 tot 60 jaar;47
2009;Totaal alle inkomens;Totaal mannen en vrouwen;60 tot 75 jaar;128
2009;Totaal alle inkomens;Totaal mannen en vrouwen;75 jaar of ouder;178
2009;Totaal alle inkomens;Mannen;Totaal leeftijd;45
2009;Totaal alle inkomens;Mannen;0 tot 15 jaar;1
2009;Totaal alle inkomens;Mannen;15 tot 30 jaar;3
2009;Totaal alle inkomens;Mannen;30 tot 45 jaar;13
2009;Totaal alle inkomens;Mannen;45 tot 60 jaar;53
2009;Totaal alle inkomens;Mannen;60 tot 75 jaar;135
2009;Totaal alle inkomens;Mannen;75 jaar of ouder;177
2009;Totaal alle inkomens;Vrouwen;Totaal leeftijd;45
2009;Totaal alle inkomens;Vrouwen;0 tot 15 jaar;1
2009;Totaal alle inkomens;Vrouwen;15 tot 30 jaar;3
2009;Totaal alle inkomens;Vrouwen;30 tot 45 jaar;10
2009;Totaal alle inkomens;Vrouwen;45 tot 60 jaar;40
2009;Totaal alle inkomens;Vrouwen;60 tot 75 jaar;121
2009;Totaal alle inkomens;Vrouwen;75 jaar of ouder;179
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;Totaal leeftijd;38
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;0 tot 15 jaar;2
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;30 tot 45 jaar;21
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;45 tot 60 jaar;68
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;60 tot 75 jaar;150
2009;1e 10%-inkomensgroep (laag inkomen);Totaal mannen en vrouwen;75 jaar of ouder;192
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;Totaal leeftijd;37
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;0 tot 15 jaar;1
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;15 tot 30 jaar;4
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;30 tot 45 jaar;22
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;45 tot 60 jaar;80
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;60 tot 75 jaar;149
2009;1e 10%-inkomensgroep (laag inkomen);Mannen;75 jaar of ouder;218
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;Totaal leeftijd;39
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;0 tot 15 jaar;2
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;15 tot 30 jaar;3
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;30 tot 45 jaar;19
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;45 tot 60 jaar;56
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;60 tot 75 jaar;152
2009;1e 10%-inkomensgroep (laag inkomen);Vrouwen;75 jaar of ouder;183
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;76
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;2
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;17
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;75
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;174
2009;2e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;210
2009;2e 10%-inkomensgroep;Mannen;Totaal leeftijd;66
2009;2e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;2e 10%-inkomensgroep;Mannen;15 tot 30 jaar;2
2009;2e 10%-inkomensgroep;Mannen;30 tot 45 jaar;18
2009;2e 10%-inkomensgroep;Mannen;45 tot 60 jaar;75
2009;2e 10%-inkomensgroep;Mannen;60 tot 75 jaar;176
2009;2e 10%-inkomensgroep;Mannen;75 jaar of ouder;214
2009;2e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;85
2009;2e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;1
2009;2e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;2
2009;2e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;17
2009;2e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;75
2009;2e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;173
2009;2e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;209
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;69
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;13
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;72
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;160
2009;3e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;195
2009;3e 10%-inkomensgroep;Mannen;Totaal leeftijd;63
2009;3e 10%-inkomensgroep;Mannen;0 tot 15 jaar;1
2009;3e 10%-inkomensgroep;Mannen;15 tot 30 jaar;4
2009;3e 10%-inkomensgroep;Mannen;30 tot 45 jaar;17
2009;3e 10%-inkomensgroep;Mannen;45 tot 60 jaar;74
2009;3e 10%-inkomensgroep;Mannen;60 tot 75 jaar;171
2009;3e 10%-inkomensgroep;Mannen;75 jaar of ouder;174
2009;3e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;74
2009;3e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;3e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;.
2009;3e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;10
2009;3e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;69
2009;3e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;151
2009;3e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;207
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;53
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;.
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;4
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;11
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;58
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;148
2009;4e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;188
2009;4e 10%-inkomensgroep;Mannen;Totaal leeftijd;54
2009;4e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;4e 10%-inkomensgroep;Mannen;15 tot 30 jaar;4
2009;4e 10%-inkomensgroep;Mannen;30 tot 45 jaar;12
2009;4e 10%-inkomensgroep;Mannen;45 tot 60 jaar;61
2009;4e 10%-inkomensgroep;Mannen;60 tot 75 jaar;161
2009;4e 10%-inkomensgroep;Mannen;75 jaar of ouder;197
2009;4e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;53
2009;4e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;4e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;3
2009;4e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;9
2009;4e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;55
2009;4e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;137
2009;4e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;182
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;42
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;2
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;10
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;46
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;132
2009;5e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;174
2009;5e 10%-inkomensgroep;Mannen;Totaal leeftijd;44
2009;5e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;5e 10%-inkomensgroep;Mannen;15 tot 30 jaar;.
2009;5e 10%-inkomensgroep;Mannen;30 tot 45 jaar;12
2009;5e 10%-inkomensgroep;Mannen;45 tot 60 jaar;52
2009;5e 10%-inkomensgroep;Mannen;60 tot 75 jaar;146
2009;5e 10%-inkomensgroep;Mannen;75 jaar of ouder;176
2009;5e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;40
2009;5e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;5e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;2
2009;5e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;9
2009;5e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;40
2009;5e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;117
2009;5e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;172
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;41
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;.
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;11
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;47
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;124
2009;6e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;163
2009;6e 10%-inkomensgroep;Mannen;Totaal leeftijd;42
2009;6e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;6e 10%-inkomensgroep;Mannen;15 tot 30 jaar;2
2009;6e 10%-inkomensgroep;Mannen;30 tot 45 jaar;12
2009;6e 10%-inkomensgroep;Mannen;45 tot 60 jaar;54
2009;6e 10%-inkomensgroep;Mannen;60 tot 75 jaar;137
2009;6e 10%-inkomensgroep;Mannen;75 jaar of ouder;162
2009;6e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;39
2009;6e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;6e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;4
2009;6e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;10
2009;6e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;39
2009;6e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;112
2009;6e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;164
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;38
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;12
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;45
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;113
2009;7e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;159
2009;7e 10%-inkomensgroep;Mannen;Totaal leeftijd;41
2009;7e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;7e 10%-inkomensgroep;Mannen;15 tot 30 jaar;3
2009;7e 10%-inkomensgroep;Mannen;30 tot 45 jaar;13
2009;7e 10%-inkomensgroep;Mannen;45 tot 60 jaar;53
2009;7e 10%-inkomensgroep;Mannen;60 tot 75 jaar;123
2009;7e 10%-inkomensgroep;Mannen;75 jaar of ouder;170
2009;7e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;35
2009;7e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;7e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;3
2009;7e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;10
2009;7e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;38
2009;7e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;102
2009;7e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;151
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;34
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;9
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;41
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;101
2009;8e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;131
2009;8e 10%-inkomensgroep;Mannen;Totaal leeftijd;38
2009;8e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;8e 10%-inkomensgroep;Mannen;15 tot 30 jaar;4
2009;8e 10%-inkomensgroep;Mannen;30 tot 45 jaar;10
2009;8e 10%-inkomensgroep;Mannen;45 tot 60 jaar;48
2009;8e 10%-inkomensgroep;Mannen;60 tot 75 jaar;112
2009;8e 10%-inkomensgroep;Mannen;75 jaar of ouder;144
2009;8e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;31
2009;8e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;8e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;3
2009;8e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;7
2009;8e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;35
2009;8e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;90
2009;8e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;120
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;Totaal leeftijd;31
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;0 tot 15 jaar;1
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;30 tot 45 jaar;7
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;45 tot 60 jaar;34
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;60 tot 75 jaar;99
2009;9e 10%-inkomensgroep;Totaal mannen en vrouwen;75 jaar of ouder;115
2009;9e 10%-inkomensgroep;Mannen;Totaal leeftijd;36
2009;9e 10%-inkomensgroep;Mannen;0 tot 15 jaar;.
2009;9e 10%-inkomensgroep;Mannen;15 tot 30 jaar;3
2009;9e 10%-inkomensgroep;Mannen;30 tot 45 jaar;10
2009;9e 10%-inkomensgroep;Mannen;45 tot 60 jaar;43
2009;9e 10%-inkomensgroep;Mannen;60 tot 75 jaar;111
2009;9e 10%-inkomensgroep;Mannen;75 jaar of ouder;115
2009;9e 10%-inkomensgroep;Vrouwen;Totaal leeftijd;26
2009;9e 10%-inkomensgroep;Vrouwen;0 tot 15 jaar;.
2009;9e 10%-inkomensgroep;Vrouwen;15 tot 30 jaar;3
2009;9e 10%-inkomensgroep;Vrouwen;30 tot 45 jaar;5
2009;9e 10%-inkomensgroep;Vrouwen;45 tot 60 jaar;24
2009;9e 10%-inkomensgroep;Vrouwen;60 tot 75 jaar;84
2009;9e 10%-inkomensgroep;Vrouwen;75 jaar of ouder;115
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;Totaal leeftijd;26
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;0 tot 15 jaar;.
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;15 tot 30 jaar;3
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;30 tot 45 jaar;4
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;45 tot 60 jaar;25
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;60 tot 75 jaar;74
2009;10e 10%-inkomensgroep (hoog inkomen);Totaal mannen en vrouwen;75 jaar of ouder;118
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;Totaal leeftijd;32
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;0 tot 15 jaar;.
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;15 tot 30 jaar;3
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;30 tot 45 jaar;4
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;45 tot 60 jaar;34
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;60 tot 75 jaar;84
2009;10e 10%-inkomensgroep (hoog inkomen);Mannen;75 jaar of ouder;145
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;Totaal leeftijd;20
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;0 tot 15 jaar;.
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;15 tot 30 jaar;.
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;30 tot 45 jaar;3
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;45 tot 60 jaar;16
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;60 tot 75 jaar;63
2009;10e 10%-inkomensgroep (hoog inkomen);Vrouwen;75 jaar of ouder;92
 Centraal Bureau voor de Statistiek, Den Haag/Heerlen 22-3-2012;;;;
