geslacht,generatie,leeftijd,participatie
man,1966-1970,42,90.6
man,1971-1975,42,
man,1976-1980,42,
man,1981-1985,42,
man,1986-1990,42,
vrouw,1906-1910,43,
vrouw,1911-1915,43,
vrouw,1916-1920,43,
vrouw,1921-1925,43,
vrouw,1926-1930,43,21.4
vrouw,1931-1935,43,19.6
vrouw,1936-1940,43,29.8
vrouw,1941-1945,43,38.2
vrouw,1946-1950,43,43.7
vrouw,1951-1955,43,52.5
vrouw,1956-1960,43,63.7
vrouw,1961-1965,43,68.2
vrouw,1966-1970,43,75.9
vrouw,1971-1975,43,
vrouw,1976-1980,43,
vrouw,1981-1985,43,
vrouw,1986-1990,43,
man,1906-1910,43,
man,1911-1915,43,
man,1916-1920,43,
man,1921-1925,43,
man,1926-1930,43,95.8
man,1931-1935,43,92.6
man,1936-1940,43,89.7
man,1941-1945,43,87.7
man,1946-1950,43,88.6
man,1951-1955,43,90.1
man,1956-1960,43,90.9
man,1961-1965,43,90.7
man,1966-1970,43,90.1
man,1971-1975,43,
man,1976-1980,43,
man,1981-1985,43,
man,1986-1990,43,
vrouw,1906-1910,44,
vrouw,1911-1915,44,
vrouw,1916-1920,44,
vrouw,1921-1925,44,
vrouw,1926-1930,44,22
vrouw,1931-1935,44,21
vrouw,1936-1940,44,28.6
vrouw,1941-1945,44,36.5
vrouw,1946-1950,44,45.7
vrouw,1951-1955,44,55.1
vrouw,1956-1960,44,64.1
vrouw,1961-1965,44,70.3
vrouw,1966-1970,44,
vrouw,1971-1975,44,
vrouw,1976-1980,44,
vrouw,1981-1985,44,
vrouw,1986-1990,44,
man,1906-1910,44,
man,1911-1915,44,
man,1916-1920,44,
man,1921-1925,44,
man,1926-1930,44,94.8
man,1931-1935,44,91.7
man,1936-1940,44,87.5
man,1941-1945,44,88.1
man,1946-1950,44,88.1
man,1951-1955,44,89.7
man,1956-1960,44,90.8
man,1961-1965,44,91.2
man,1966-1970,44,
man,1971-1975,44,
man,1976-1980,44,
man,1981-1985,44,
man,1986-1990,44,
vrouw,1906-1910,45,
vrouw,1911-1915,45,
vrouw,1916-1920,45,
vrouw,1921-1925,45,
vrouw,1926-1930,45,20.4
vrouw,1931-1935,45,22.4
vrouw,1936-1940,45,28.5
vrouw,1941-1945,45,38.7
vrouw,1946-1950,45,47
vrouw,1951-1955,45,57.1
vrouw,1956-1960,45,64.9
vrouw,1961-1965,45,71.3
vrouw,1966-1970,45,
vrouw,1971-1975,45,
vrouw,1976-1980,45,
vrouw,1981-1985,45,
vrouw,1986-1990,45,
man,1906-1910,45,
man,1911-1915,45,
man,1916-1920,45,
man,1921-1925,45,
man,1926-1930,45,93.8
man,1931-1935,45,91
man,1936-1940,45,85.9
man,1941-1945,45,87.8
man,1946-1950,45,88.3
man,1951-1955,45,88.6
man,1956-1960,45,89.8
man,1961-1965,45,90.6
man,1966-1970,45,
man,1971-1975,45,
man,1976-1980,45,
man,1981-1985,45,
man,1986-1990,45,
vrouw,1906-1910,46,
vrouw,1911-1915,46,
vrouw,1916-1920,46,
vrouw,1921-1925,46,22
vrouw,1926-1930,46,20.2
vrouw,1931-1935,46,23.9
vrouw,1936-1940,46,28.3
vrouw,1941-1945,46,38.5
vrouw,1946-1950,46,47.5
vrouw,1951-1955,46,58.1
vrouw,1956-1960,46,66.2
vrouw,1961-1965,46,71.4
vrouw,1966-1970,46,
vrouw,1971-1975,46,
vrouw,1976-1980,46,
vrouw,1981-1985,46,
vrouw,1986-1990,46,
man,1906-1910,46,
man,1911-1915,46,
man,1916-1920,46,
man,1921-1925,46,94.8
man,1926-1930,46,92.8
man,1931-1935,46,89.8
man,1936-1940,46,84.8
man,1941-1945,46,86.6
man,1946-1950,46,88.8
man,1951-1955,46,91
man,1956-1960,46,89.5
man,1961-1965,46,90.4
man,1966-1970,46,
man,1971-1975,46,
man,1976-1980,46,
man,1981-1985,46,
man,1986-1990,46,
vrouw,1906-1910,47,
vrouw,1911-1915,47,
vrouw,1916-1920,47,
vrouw,1921-1925,47,21.9
vrouw,1926-1930,47,18.7
vrouw,1931-1935,47,25.2
vrouw,1936-1940,47,30.4
vrouw,1941-1945,47,37.7
vrouw,1946-1950,47,47
vrouw,1951-1955,47,58.5
vrouw,1956-1960,47,65.7
vrouw,1961-1965,47,72.3
vrouw,1966-1970,47,
vrouw,1971-1975,47,
vrouw,1976-1980,47,
vrouw,1981-1985,47,
vrouw,1986-1990,47,
man,1906-1910,47,
man,1911-1915,47,
man,1916-1920,47,
man,1921-1925,47,94.5
man,1926-1930,47,91.6
man,1931-1935,47,87.6
man,1936-1940,47,84.3
man,1941-1945,47,86
man,1946-1950,47,88.7
man,1951-1955,47,89.4
man,1956-1960,47,89.7
man,1961-1965,47,90.5
man,1966-1970,47,
man,1971-1975,47,
man,1976-1980,47,
man,1981-1985,47,
man,1986-1990,47,
vrouw,1906-1910,48,
vrouw,1911-1915,48,
vrouw,1916-1920,48,
vrouw,1921-1925,48,20.4
vrouw,1926-1930,48,18.7
vrouw,1931-1935,48,24.8
vrouw,1936-1940,48,29.4
vrouw,1941-1945,48,38
vrouw,1946-1950,48,48.3
vrouw,1951-1955,48,57.6
vrouw,1956-1960,48,66.7
vrouw,1961-1965,48,70.2
vrouw,1966-1970,48,
vrouw,1971-1975,48,
vrouw,1976-1980,48,
vrouw,1981-1985,48,
vrouw,1986-1990,48,
man,1906-1910,48,
man,1911-1915,48,
man,1916-1920,48,
man,1921-1925,48,93.1
man,1926-1930,48,89.4
man,1931-1935,48,86
man,1936-1940,48,84.7
man,1941-1945,48,86.1
man,1946-1950,48,87.6
man,1951-1955,48,89.5
man,1956-1960,48,90.1
man,1961-1965,48,89.7
man,1966-1970,48,
man,1971-1975,48,
man,1976-1980,48,
man,1981-1985,48,
man,1986-1990,48,
vrouw,1906-1910,49,
vrouw,1911-1915,49,
vrouw,1916-1920,49,
vrouw,1921-1925,49,19.9
vrouw,1926-1930,49,19.2
vrouw,1931-1935,49,24.7
vrouw,1936-1940,49,31.4
vrouw,1941-1945,49,37.5
vrouw,1946-1950,49,46.8
vrouw,1951-1955,49,58.3
vrouw,1956-1960,49,67.3
vrouw,1961-1965,49,
vrouw,1966-1970,49,
vrouw,1971-1975,49,
vrouw,1976-1980,49,
vrouw,1981-1985,49,
vrouw,1986-1990,49,
man,1906-1910,49,
man,1911-1915,49,
man,1916-1920,49,
man,1921-1925,49,93.2
man,1926-1930,49,88.1
man,1931-1935,49,83.6
man,1936-1940,49,83.5
man,1941-1945,49,85.5
man,1946-1950,49,87.9
man,1951-1955,49,87.9
man,1956-1960,49,89.1
man,1961-1965,49,
man,1966-1970,49,
man,1971-1975,49,
man,1976-1980,49,
man,1981-1985,49,
man,1986-1990,49,
vrouw,1906-1910,50,
vrouw,1911-1915,50,
vrouw,1916-1920,50,
vrouw,1921-1925,50,18.7
vrouw,1926-1930,50,20.5
vrouw,1931-1935,50,24
vrouw,1936-1940,50,30.3
vrouw,1941-1945,50,36.7
vrouw,1946-1950,50,46
vrouw,1951-1955,50,58.1
vrouw,1956-1960,50,67.1
vrouw,1961-1965,50,
vrouw,1966-1970,50,
vrouw,1971-1975,50,
vrouw,1976-1980,50,
vrouw,1981-1985,50,
vrouw,1986-1990,50,
man,1906-1910,50,
man,1911-1915,50,
man,1916-1920,50,
man,1921-1925,50,91.3
man,1926-1930,50,87.6
man,1931-1935,50,81.3
man,1936-1940,50,80.1
man,1941-1945,50,82.9
man,1946-1950,50,87.3
man,1951-1955,50,87.6
man,1956-1960,50,89.1
man,1961-1965,50,
man,1966-1970,50,
man,1971-1975,50,
man,1976-1980,50,
man,1981-1985,50,
man,1986-1990,50,
vrouw,1906-1910,51,
vrouw,1911-1915,51,
vrouw,1916-1920,51,20.4
vrouw,1921-1925,51,19.4
vrouw,1926-1930,51,19.8
vrouw,1931-1935,51,24.1
vrouw,1936-1940,51,28
vrouw,1941-1945,51,35.4
vrouw,1946-1950,51,46.9
vrouw,1951-1955,51,56.9
vrouw,1956-1960,51,66.9
vrouw,1961-1965,51,
vrouw,1966-1970,51,
vrouw,1971-1975,51,
vrouw,1976-1980,51,
vrouw,1981-1985,51,
vrouw,1986-1990,51,
man,1906-1910,51,
man,1911-1915,51,
man,1916-1920,51,92.1
man,1921-1925,51,89.1
man,1926-1930,51,84.7
man,1931-1935,51,79.7
man,1936-1940,51,79.2
man,1941-1945,51,82.9
man,1946-1950,51,87.2
man,1951-1955,51,86.6
man,1956-1960,51,88.3
man,1961-1965,51,
man,1966-1970,51,
man,1971-1975,51,
man,1976-1980,51,
man,1981-1985,51,
man,1986-1990,51,
vrouw,1906-1910,52,
vrouw,1911-1915,52,
vrouw,1916-1920,52,20.3
vrouw,1921-1925,52,16.8
vrouw,1926-1930,52,19.8
vrouw,1931-1935,52,22.2
vrouw,1936-1940,52,27
vrouw,1941-1945,52,35.8
vrouw,1946-1950,52,47.5
vrouw,1951-1955,52,56.2
vrouw,1956-1960,52,65.7
vrouw,1961-1965,52,
vrouw,1966-1970,52,
vrouw,1971-1975,52,
vrouw,1976-1980,52,
vrouw,1981-1985,52,
vrouw,1986-1990,52,
man,1906-1910,52,
man,1911-1915,52,
man,1916-1920,52,91.4
man,1921-1925,52,87
man,1926-1930,52,82.9
man,1931-1935,52,78
man,1936-1940,52,78.2
man,1941-1945,52,81.6
man,1946-1950,52,85.5
man,1951-1955,52,85.2
man,1956-1960,52,88.1
man,1961-1965,52,
man,1966-1970,52,
man,1971-1975,52,
man,1976-1980,52,
man,1981-1985,52,
man,1986-1990,52,
vrouw,1906-1910,53,
vrouw,1911-1915,53,
vrouw,1916-1920,53,19.4
vrouw,1921-1925,53,15.9
vrouw,1926-1930,53,21
vrouw,1931-1935,53,21.9
vrouw,1936-1940,53,27.2
vrouw,1941-1945,53,35.6
vrouw,1946-1950,53,45.1
vrouw,1951-1955,53,56.4
vrouw,1956-1960,53,62.3
vrouw,1961-1965,53,
vrouw,1966-1970,53,
vrouw,1971-1975,53,
vrouw,1976-1980,53,
vrouw,1981-1985,53,
vrouw,1986-1990,53,
man,1906-1910,53,
man,1911-1915,53,
man,1916-1920,53,89.5
man,1921-1925,53,85
man,1926-1930,53,80.5
man,1931-1935,53,75.7
man,1936-1940,53,76.7
man,1941-1945,53,81.7
man,1946-1950,53,84.7
man,1951-1955,53,86.1
man,1956-1960,53,88.6
man,1961-1965,53,
man,1966-1970,53,
man,1971-1975,53,
man,1976-1980,53,
man,1981-1985,53,
man,1986-1990,53,
vrouw,1906-1910,54,
vrouw,1911-1915,54,
vrouw,1916-1920,54,18.7
vrouw,1921-1925,54,15.3
vrouw,1926-1930,54,18.7
vrouw,1931-1935,54,21.9
vrouw,1936-1940,54,26
vrouw,1941-1945,54,35.6
vrouw,1946-1950,54,42.1
vrouw,1951-1955,54,56.5
vrouw,1956-1960,54,
vrouw,1961-1965,54,
vrouw,1966-1970,54,
vrouw,1971-1975,54,
vrouw,1976-1980,54,
vrouw,1981-1985,54,
vrouw,1986-1990,54,
man,1906-1910,54,
man,1911-1915,54,
man,1916-1920,54,87.9
man,1921-1925,54,81.1
man,1926-1930,54,77.2
man,1931-1935,54,72.9
man,1936-1940,54,74.8
man,1941-1945,54,79.4
man,1946-1950,54,83.8
man,1951-1955,54,85.5
man,1956-1960,54,
man,1961-1965,54,
man,1966-1970,54,
man,1971-1975,54,
man,1976-1980,54,
man,1981-1985,54,
man,1986-1990,54,
vrouw,1906-1910,55,
vrouw,1911-1915,55,
vrouw,1916-1920,55,16.8
vrouw,1921-1925,55,15.2
vrouw,1926-1930,55,16.7
vrouw,1931-1935,55,20.7
vrouw,1936-1940,55,25.5
vrouw,1941-1945,55,34.2
vrouw,1946-1950,55,40.9
vrouw,1951-1955,55,55.8
vrouw,1956-1960,55,
vrouw,1961-1965,55,
vrouw,1966-1970,55,
vrouw,1971-1975,55,
vrouw,1976-1980,55,
vrouw,1981-1985,55,
vrouw,1986-1990,55,
man,1906-1910,55,
man,1911-1915,55,
man,1916-1920,55,85.1
man,1921-1925,55,78.7
man,1926-1930,55,72.6
man,1931-1935,55,70.1
man,1936-1940,55,70.9
man,1941-1945,55,75.7
man,1946-1950,55,79.3
man,1951-1955,55,84.3
man,1956-1960,55,
man,1961-1965,55,
man,1966-1970,55,
man,1971-1975,55,
man,1976-1980,55,
man,1981-1985,55,
man,1986-1990,55,
vrouw,1906-1910,56,
vrouw,1911-1915,56,17.9
vrouw,1916-1920,56,15
vrouw,1921-1925,56,14.8
vrouw,1926-1930,56,15.6
vrouw,1931-1935,56,17.9
vrouw,1936-1940,56,22.5
vrouw,1941-1945,56,32.1
vrouw,1946-1950,56,41.1
vrouw,1951-1955,56,53.4
vrouw,1956-1960,56,
vrouw,1961-1965,56,
vrouw,1966-1970,56,
vrouw,1971-1975,56,
vrouw,1976-1980,56,
vrouw,1981-1985,56,
vrouw,1986-1990,56,
man,1906-1910,56,
man,1911-1915,56,86.7
man,1916-1920,56,80.3
man,1921-1925,56,75.4
man,1926-1930,56,67.5
man,1931-1935,56,66.2
man,1936-1940,56,66
man,1941-1945,56,72.4
man,1946-1950,56,77
man,1951-1955,56,82.4
man,1956-1960,56,
man,1961-1965,56,
man,1966-1970,56,
man,1971-1975,56,
man,1976-1980,56,
man,1981-1985,56,
man,1986-1990,56,
vrouw,1906-1910,57,
vrouw,1911-1915,57,17.2
vrouw,1916-1920,57,13
vrouw,1921-1925,57,14.8
vrouw,1926-1930,57,15.9
vrouw,1931-1935,57,16.1
vrouw,1936-1940,57,20.5
vrouw,1941-1945,57,28.6
vrouw,1946-1950,57,39.1
vrouw,1951-1955,57,51.2
vrouw,1956-1960,57,
vrouw,1961-1965,57,
vrouw,1966-1970,57,
vrouw,1971-1975,57,
vrouw,1976-1980,57,
vrouw,1981-1985,57,
vrouw,1986-1990,57,
man,1906-1910,57,
man,1911-1915,57,85.8
man,1916-1920,57,78.8
man,1921-1925,57,72.1
man,1926-1930,57,64.3
man,1931-1935,57,60.7
man,1936-1940,57,57.2
man,1941-1945,57,69
man,1946-1950,57,74.2
man,1951-1955,57,80.7
man,1956-1960,57,
man,1961-1965,57,
man,1966-1970,57,
man,1971-1975,57,
man,1976-1980,57,
man,1981-1985,57,
man,1986-1990,57,
vrouw,1906-1910,58,
vrouw,1911-1915,58,14.2
vrouw,1916-1920,58,12.4
vrouw,1921-1925,58,13.3
vrouw,1926-1930,58,13.6
vrouw,1931-1935,58,16.1
vrouw,1936-1940,58,18.8
vrouw,1941-1945,58,27
vrouw,1946-1950,58,37
vrouw,1951-1955,58,48.9
vrouw,1956-1960,58,
vrouw,1961-1965,58,
vrouw,1966-1970,58,
vrouw,1971-1975,58,
vrouw,1976-1980,58,
vrouw,1981-1985,58,
vrouw,1986-1990,58,
man,1906-1910,58,
man,1911-1915,58,81.7
man,1916-1920,58,73.3
man,1921-1925,58,65.2
man,1926-1930,58,56.1
man,1931-1935,58,52.6
man,1936-1940,58,51.5
man,1941-1945,58,61.9
man,1946-1950,58,71.8
man,1951-1955,58,77.8
man,1956-1960,58,
man,1961-1965,58,
man,1966-1970,58,
man,1971-1975,58,
man,1976-1980,58,
man,1981-1985,58,
man,1986-1990,58,
vrouw,1906-1910,59,
vrouw,1911-1915,59,13.8
vrouw,1916-1920,59,11.2
vrouw,1921-1925,59,11.7
vrouw,1926-1930,59,11.8
vrouw,1931-1935,59,11.6
vrouw,1936-1940,59,15.9
vrouw,1941-1945,59,23.5
vrouw,1946-1950,59,34.5
vrouw,1951-1955,59,
vrouw,1956-1960,59,
vrouw,1961-1965,59,
vrouw,1966-1970,59,
vrouw,1971-1975,59,
vrouw,1976-1980,59,
vrouw,1981-1985,59,
vrouw,1986-1990,59,
man,1906-1910,59,
man,1911-1915,59,78.3
man,1916-1920,59,69.5
man,1921-1925,59,59.4
man,1926-1930,59,50
man,1931-1935,59,43.1
man,1936-1940,59,44.1
man,1941-1945,59,56.3
man,1946-1950,59,67.7
man,1951-1955,59,
man,1956-1960,59,
man,1961-1965,59,
man,1966-1970,59,
man,1971-1975,59,
man,1976-1980,59,
man,1981-1985,59,
man,1986-1990,59,
vrouw,1906-1910,60,
vrouw,1911-1915,60,11.3
vrouw,1916-1920,60,8.2
vrouw,1921-1925,60,8.3
vrouw,1926-1930,60,7.9
vrouw,1931-1935,60,7.4
vrouw,1936-1940,60,10.5
vrouw,1941-1945,60,16.7
vrouw,1946-1950,60,28.1
vrouw,1951-1955,60,
vrouw,1956-1960,60,
vrouw,1961-1965,60,
vrouw,1966-1970,60,
vrouw,1971-1975,60,
vrouw,1976-1980,60,
vrouw,1981-1985,60,
vrouw,1986-1990,60,
man,1906-1910,60,
man,1911-1915,60,73.8
man,1916-1920,60,59.9
man,1921-1925,60,50.8
man,1926-1930,60,33.5
man,1931-1935,60,24.9
man,1936-1940,60,34
man,1941-1945,60,41.9
man,1946-1950,60,59.2
man,1951-1955,60,
man,1956-1960,60,
man,1961-1965,60,
man,1966-1970,60,
man,1971-1975,60,
man,1976-1980,60,
man,1981-1985,60,
man,1986-1990,60,
vrouw,1906-1910,61,12.3
vrouw,1911-1915,61,8.2
vrouw,1916-1920,61,8.1
vrouw,1921-1925,61,6.7
vrouw,1926-1930,61,6.9
vrouw,1931-1935,61,5.1
vrouw,1936-1940,61,7.3
vrouw,1941-1945,61,13.6
vrouw,1946-1950,61,23
vrouw,1951-1955,61,
vrouw,1956-1960,61,
vrouw,1961-1965,61,
vrouw,1966-1970,61,
vrouw,1971-1975,61,
vrouw,1976-1980,61,
vrouw,1981-1985,61,
vrouw,1986-1990,61,
man,1906-1910,61,75
man,1911-1915,61,67.1
man,1916-1920,61,54.3
man,1921-1925,61,38.2
man,1926-1930,61,23.1
man,1931-1935,61,19.9
man,1936-1940,61,21.2
man,1941-1945,61,31.5
man,1946-1950,61,50
man,1951-1955,61,
man,1956-1960,61,
man,1961-1965,61,
man,1966-1970,61,
man,1971-1975,61,
man,1976-1980,61,
man,1981-1985,61,
man,1986-1990,61,
vrouw,1906-1910,62,11.1
vrouw,1911-1915,62,6.5
vrouw,1916-1920,62,6.5
vrouw,1921-1925,62,5.1
vrouw,1926-1930,62,4
vrouw,1931-1935,62,4
vrouw,1936-1940,62,6.2
vrouw,1941-1945,62,10.2
vrouw,1946-1950,62,17.7
vrouw,1951-1955,62,
vrouw,1956-1960,62,
vrouw,1961-1965,62,
vrouw,1966-1970,62,
vrouw,1971-1975,62,
vrouw,1976-1980,62,
vrouw,1981-1985,62,
vrouw,1986-1990,62,
man,1906-1910,62,71.9
man,1911-1915,62,58.9
man,1916-1920,62,44.8
man,1921-1925,62,24.6
man,1926-1930,62,18.7
man,1931-1935,62,16
man,1936-1940,62,19.6
man,1941-1945,62,23.3
man,1946-1950,62,38.2
man,1951-1955,62,
man,1956-1960,62,
man,1961-1965,62,
man,1966-1970,62,
man,1971-1975,62,
man,1976-1980,62,
man,1981-1985,62,
man,1986-1990,62,
vrouw,1906-1910,63,9
vrouw,1911-1915,63,6
vrouw,1916-1920,63,5.6
vrouw,1921-1925,63,3.6
vrouw,1926-1930,63,3.2
vrouw,1931-1935,63,3.6
vrouw,1936-1940,63,5.1
vrouw,1941-1945,63,8
vrouw,1946-1950,63,13.9
vrouw,1951-1955,63,
vrouw,1956-1960,63,
vrouw,1961-1965,63,
vrouw,1966-1970,63,
vrouw,1971-1975,63,
vrouw,1976-1980,63,
vrouw,1981-1985,63,
vrouw,1986-1990,63,
man,1906-1910,63,66.1
man,1911-1915,63,51.5
man,1916-1920,63,31.7
man,1921-1925,63,17.7
man,1926-1930,63,15.9
man,1931-1935,63,12.9
man,1936-1940,63,17
man,1941-1945,63,21.5
man,1946-1950,63,29.7
man,1951-1955,63,
man,1956-1960,63,
man,1961-1965,63,
man,1966-1970,63,
man,1971-1975,63,
man,1976-1980,63,
man,1981-1985,63,
man,1986-1990,63,
vrouw,1906-1910,64,7.4
vrouw,1911-1915,64,4.7
vrouw,1916-1920,64,4
vrouw,1921-1925,64,3.2
vrouw,1926-1930,64,2.7
vrouw,1931-1935,64,2.7
vrouw,1936-1940,64,4.4
vrouw,1941-1945,64,7.1
vrouw,1946-1950,64,
vrouw,1951-1955,64,
vrouw,1956-1960,64,
vrouw,1961-1965,64,
vrouw,1966-1970,64,
vrouw,1971-1975,64,
vrouw,1976-1980,64,
vrouw,1981-1985,64,
vrouw,1986-1990,64,
man,1906-1910,64,55.5
man,1911-1915,64,37.1
man,1916-1920,64,23.1
man,1921-1925,64,17.2
man,1926-1930,64,14.4
man,1931-1935,64,12.8
man,1936-1940,64,15.5
man,1941-1945,64,20.2
man,1946-1950,64,
man,1951-1955,64,
man,1956-1960,64,
man,1961-1965,64,
man,1966-1970,64,
man,1971-1975,64,
man,1976-1980,64,
man,1981-1985,64,
man,1986-1990,64,
vrouw,1906-1910,65,3.4
vrouw,1911-1915,65,2.2
vrouw,1916-1920,65,1.8
vrouw,1921-1925,65,1.8
vrouw,1926-1930,65,1.3
vrouw,1931-1935,65,1.8
vrouw,1936-1940,65,2.5
vrouw,1941-1945,65,5.6
vrouw,1946-1950,65,
vrouw,1951-1955,65,
vrouw,1956-1960,65,
vrouw,1961-1965,65,
vrouw,1966-1970,65,
vrouw,1971-1975,65,
vrouw,1976-1980,65,
vrouw,1981-1985,65,
vrouw,1986-1990,65,
man,1906-1910,65,17.3
man,1911-1915,65,10.9
man,1916-1920,65,8.3
man,1921-1925,65,9.4
man,1926-1930,65,7.9
man,1931-1935,65,7.6
man,1936-1940,65,9.3
man,1941-1945,65,14.2
man,1946-1950,65,
man,1951-1955,65,
man,1956-1960,65,
man,1961-1965,65,
man,1966-1970,65,
man,1971-1975,65,
man,1976-1980,65,
man,1981-1985,65,
man,1986-1990,65,
vrouw,1906-1910,66,2
vrouw,1911-1915,66,1.2
vrouw,1916-1920,66,1
vrouw,1921-1925,66,1.5
vrouw,1926-1930,66,1.1
vrouw,1931-1935,66,1.5
vrouw,1936-1940,66,1.4
vrouw,1941-1945,66,3
vrouw,1946-1950,66,
vrouw,1951-1955,66,
vrouw,1956-1960,66,
vrouw,1961-1965,66,
vrouw,1966-1970,66,
vrouw,1971-1975,66,
vrouw,1976-1980,66,
vrouw,1981-1985,66,
vrouw,1986-1990,66,
man,1906-1910,66,12.7
man,1911-1915,66,6.9
man,1916-1920,66,6.3
man,1921-1925,66,7.8
man,1926-1930,66,6.4
man,1931-1935,66,6.6
man,1936-1940,66,7.3
man,1941-1945,66,11.7
man,1946-1950,66,
man,1951-1955,66,
man,1956-1960,66,
man,1961-1965,66,
man,1966-1970,66,
man,1971-1975,66,
man,1976-1980,66,
man,1981-1985,66,
man,1986-1990,66,
vrouw,1906-1910,67,1.4
vrouw,1911-1915,67,1.2
vrouw,1916-1920,67,1.3
vrouw,1921-1925,67,1.2
vrouw,1926-1930,67,0.8
vrouw,1931-1935,67,1.2
vrouw,1936-1940,67,1.8
vrouw,1941-1945,67,4.2
vrouw,1946-1950,67,
vrouw,1951-1955,67,
vrouw,1956-1960,67,
vrouw,1961-1965,67,
vrouw,1966-1970,67,
vrouw,1971-1975,67,
vrouw,1976-1980,67,
vrouw,1981-1985,67,
vrouw,1986-1990,67,
man,1906-1910,67,9.1
man,1911-1915,67,7.3
man,1916-1920,67,5.5
man,1921-1925,67,7.1
man,1926-1930,67,6.1
man,1931-1935,67,5.2
man,1936-1940,67,8
man,1941-1945,67,10.1
man,1946-1950,67,
man,1951-1955,67,
man,1956-1960,67,
man,1961-1965,67,
man,1966-1970,67,
man,1971-1975,67,
man,1976-1980,67,
man,1981-1985,67,
man,1986-1990,67,
totaal,1906-1910,16,
totaal,1906-1910,17,
totaal,1906-1910,18,
totaal,1906-1910,19,
totaal,1906-1910,20,
totaal,1906-1910,21,
totaal,1906-1910,22,
totaal,1906-1910,23,
totaal,1906-1910,24,
totaal,1906-1910,25,
totaal,1906-1910,26,
totaal,1906-1910,27,
totaal,1906-1910,28,
totaal,1906-1910,29,
totaal,1906-1910,30,
totaal,1906-1910,31,
totaal,1906-1910,32,
totaal,1906-1910,33,
totaal,1906-1910,34,
totaal,1906-1910,35,
totaal,1906-1910,36,
totaal,1906-1910,37,
totaal,1906-1910,38,
totaal,1906-1910,39,
totaal,1906-1910,40,
totaal,1906-1910,41,
totaal,1906-1910,42,
totaal,1906-1910,43,
totaal,1906-1910,44,
totaal,1906-1910,45,
totaal,1906-1910,46,
totaal,1906-1910,47,
totaal,1906-1910,48,
totaal,1906-1910,49,
totaal,1906-1910,50,
totaal,1906-1910,51,
totaal,1906-1910,52,
totaal,1906-1910,53,
totaal,1906-1910,54,
totaal,1906-1910,55,
totaal,1906-1910,56,
totaal,1906-1910,57,
totaal,1906-1910,58,
totaal,1906-1910,59,
totaal,1906-1910,60,
totaal,1906-1910,61,43.65
totaal,1906-1910,62,41.5
totaal,1906-1910,63,37.55
totaal,1906-1910,64,31.45
totaal,1906-1910,65,10.35
totaal,1906-1910,66,7.35
totaal,1906-1910,67,5.25
totaal,1911-1915,16,
totaal,1911-1915,17,
totaal,1911-1915,18,
totaal,1911-1915,19,
totaal,1911-1915,20,
totaal,1911-1915,21,
totaal,1911-1915,22,
totaal,1911-1915,23,
totaal,1911-1915,24,
totaal,1911-1915,25,
totaal,1911-1915,26,
