Sector,Jaar,BrutoToegevoegdeWaardeBasisprijzen,BrutoToegevoegdeWaardeBasisprijzenIndex
78 Uitzendbureaus en arbeidsbemiddeling,1999,2017,82.6
78 Uitzendbureaus en arbeidsbemiddeling,2000,2203,88.5
78 Uitzendbureaus en arbeidsbemiddeling,2001,2325,94.1
78 Uitzendbureaus en arbeidsbemiddeling,2002,2266,96.5
78 Uitzendbureaus en arbeidsbemiddeling,2003,2161,97.6
78 Uitzendbureaus en arbeidsbemiddeling,2004,2174,99
78 Uitzendbureaus en arbeidsbemiddeling,2005,2382,100
78 Uitzendbureaus en arbeidsbemiddeling,2006,2702,103.9
78 Uitzendbureaus en arbeidsbemiddeling,2007,3090,108.6
78 Uitzendbureaus en arbeidsbemiddeling,2008,3414,113.6
78 Uitzendbureaus en arbeidsbemiddeling,2009,3093,116.5
78 Uitzendbureaus en arbeidsbemiddeling,2010,3051,116.2
78 Uitzendbureaus en arbeidsbemiddeling,2011,3182,117.3
79 Reisbureaus  reisorganisatie en -info,1988,1723,60.6
79 Reisbureaus  reisorganisatie en -info,1989,1798,60.8
79 Reisbureaus  reisorganisatie en -info,1990,1896,62.2
79 Reisbureaus  reisorganisatie en -info,1991,1993,61.3
79 Reisbureaus  reisorganisatie en -info,1992,2098,70.6
79 Reisbureaus  reisorganisatie en -info,1993,2116,84.5
79 Reisbureaus  reisorganisatie en -info,1994,2236,82.1
79 Reisbureaus  reisorganisatie en -info,1995,2343,79.7
79 Reisbureaus  reisorganisatie en -info,1996,2567,74.7
79 Reisbureaus  reisorganisatie en -info,1997,2828,70.9
79 Reisbureaus  reisorganisatie en -info,1998,3073,77.2
79 Reisbureaus  reisorganisatie en -info,1999,3424,75.8
79 Reisbureaus  reisorganisatie en -info,2000,3814,74
79 Reisbureaus  reisorganisatie en -info,2001,4027,84.3
79 Reisbureaus  reisorganisatie en -info,2002,4158,86.3
79 Reisbureaus  reisorganisatie en -info,2003,3983,97.9
79 Reisbureaus  reisorganisatie en -info,2004,4060,97
79 Reisbureaus  reisorganisatie en -info,2005,4255,100
79 Reisbureaus  reisorganisatie en -info,2006,4423,102.9
79 Reisbureaus  reisorganisatie en -info,2007,4694,110.6
79 Reisbureaus  reisorganisatie en -info,2008,4882,107.3
79 Reisbureaus  reisorganisatie en -info,2009,4440,145.3
79 Reisbureaus  reisorganisatie en -info,2010,4724,142.6
79 Reisbureaus  reisorganisatie en -info,2011,5018,144.3
80-82 Beveiliging en ov. zakelijke diens,1988,1057,61
80-82 Beveiliging en ov. zakelijke diens,1989,1163,62.1
80-82 Beveiliging en ov. zakelijke diens,1990,1291,63.7
80-82 Beveiliging en ov. zakelijke diens,1991,1473,65.5
80-82 Beveiliging en ov. zakelijke diens,1992,1578,68.4
80-82 Beveiliging en ov. zakelijke diens,1993,1651,70.2
80-82 Beveiliging en ov. zakelijke diens,1994,1746,72.3
80-82 Beveiliging en ov. zakelijke diens,1995,1901,73.8
80-82 Beveiliging en ov. zakelijke diens,1996,2180,75.7
80-82 Beveiliging en ov. zakelijke diens,1997,2503,77.6
80-82 Beveiliging en ov. zakelijke diens,1998,2834,80.5
80-82 Beveiliging en ov. zakelijke diens,1999,3244,82.9
80-82 Beveiliging en ov. zakelijke diens,2000,3760,86.1
80-82 Beveiliging en ov. zakelijke diens,2001,4183,91.2
80-82 Beveiliging en ov. zakelijke diens,2002,4251,95.8
80-82 Beveiliging en ov. zakelijke diens,2003,4110,99.3
80-82 Beveiliging en ov. zakelijke diens,2004,4356,100.8
80-82 Beveiliging en ov. zakelijke diens,2005,4522,100
80-82 Beveiliging en ov. zakelijke diens,2006,4853,99.7
80-82 Beveiliging en ov. zakelijke diens,2007,5195,101.9
80-82 Beveiliging en ov. zakelijke diens,2008,5571,104.7
80-82 Beveiliging en ov. zakelijke diens,2009,5467,109.3
80-82 Beveiliging en ov. zakelijke diens,2010,5448,110.1
80-82 Beveiliging en ov. zakelijke diens,2011,5521,110.5
84 Openbaar bestuur en overheidsdiensten,1988,9380,64.3
84 Openbaar bestuur en overheidsdiensten,1989,9799,64.2
84 Openbaar bestuur en overheidsdiensten,1990,10379,65.5
84 Openbaar bestuur en overheidsdiensten,1991,10831,68
84 Openbaar bestuur en overheidsdiensten,1992,11152,71
84 Openbaar bestuur en overheidsdiensten,1993,11896,72.4
84 Openbaar bestuur en overheidsdiensten,1994,12514,73.9
84 Openbaar bestuur en overheidsdiensten,1995,13007,76.4
84 Openbaar bestuur en overheidsdiensten,1996,13601,77.2
84 Openbaar bestuur en overheidsdiensten,1997,13948,78.5
84 Openbaar bestuur en overheidsdiensten,1998,14511,80.1
84 Openbaar bestuur en overheidsdiensten,1999,16069,82.3
84 Openbaar bestuur en overheidsdiensten,2000,17113,85.5
84 Openbaar bestuur en overheidsdiensten,2001,19876,89.6
84 Openbaar bestuur en overheidsdiensten,2002,21503,92.9
84 Openbaar bestuur en overheidsdiensten,2003,23142,95.3
84 Openbaar bestuur en overheidsdiensten,2004,23215,97.7
84 Openbaar bestuur en overheidsdiensten,2005,23913,100
84 Openbaar bestuur en overheidsdiensten,2006,25886,101.7
84 Openbaar bestuur en overheidsdiensten,2007,27042,104.8
84 Openbaar bestuur en overheidsdiensten,2008,29461,108.3
84 Openbaar bestuur en overheidsdiensten,2009,32388,110
84 Openbaar bestuur en overheidsdiensten,2010,31561,109.9
84 Openbaar bestuur en overheidsdiensten,2011,29914,110.7
85 Onderwijs,1988,2606,47.1
85 Onderwijs,1989,2659,48
85 Onderwijs,1990,2697,50.4
85 Onderwijs,1991,2757,52
85 Onderwijs,1992,2967,55.6
85 Onderwijs,1993,3013,57.1
85 Onderwijs,1994,3105,59.2
85 Onderwijs,1995,3228,61
85 Onderwijs,1996,3396,61.6
85 Onderwijs,1997,3716,64.2
85 Onderwijs,1998,4010,68
85 Onderwijs,1999,4343,72.7
85 Onderwijs,2000,4659,77.8
85 Onderwijs,2001,5220,83.4
85 Onderwijs,2002,5568,89.5
85 Onderwijs,2003,5644,94
85 Onderwijs,2004,5803,96.9
85 Onderwijs,2005,6081,100
85 Onderwijs,2006,6514,102.7
85 Onderwijs,2007,7126,108.1
85 Onderwijs,2008,7448,112.5
85 Onderwijs,2009,7667,118.9
85 Onderwijs,2010,7803,120.4
85 Onderwijs,2011,8062,120.2
86 Gezondheidszorg,1988,3072,57.1
86 Gezondheidszorg,1989,3193,58.1
86 Gezondheidszorg,1990,3355,60.6
86 Gezondheidszorg,1991,3647,63.8
86 Gezondheidszorg,1992,3882,65.6
86 Gezondheidszorg,1993,3947,66.1
86 Gezondheidszorg,1994,4187,66.4
86 Gezondheidszorg,1995,4367,67.6
86 Gezondheidszorg,1996,4600,67.9
86 Gezondheidszorg,1997,4775,69.5
86 Gezondheidszorg,1998,5048,72
86 Gezondheidszorg,1999,5365,76.4
86 Gezondheidszorg,2000,5689,80.5
86 Gezondheidszorg,2001,6370,88.7
86 Gezondheidszorg,2002,6955,97.1
86 Gezondheidszorg,2003,7432,100.1
86 Gezondheidszorg,2004,7763,100.3
86 Gezondheidszorg,2005,8108,100
86 Gezondheidszorg,2006,8456,102.5
86 Gezondheidszorg,2007,9068,105.8
86 Gezondheidszorg,2008,9884,107.3
86 Gezondheidszorg,2009,10464,109.3
86 Gezondheidszorg,2010,10853,109.9
86 Gezondheidszorg,2011,11426,109.5
87-88 Verzorging en welzijn,1988,2294,50.3
87-88 Verzorging en welzijn,1989,2372,51.4
87-88 Verzorging en welzijn,1990,2508,53.8
87-88 Verzorging en welzijn,1991,2685,56.3
87-88 Verzorging en welzijn,1992,2845,59
87-88 Verzorging en welzijn,1993,2883,61.3
87-88 Verzorging en welzijn,1994,3113,63.2
87-88 Verzorging en welzijn,1995,3283,64.3
87-88 Verzorging en welzijn,1996,3492,65.2
87-88 Verzorging en welzijn,1997,3600,68.3
87-88 Verzorging en welzijn,1998,3852,70.7
87-88 Verzorging en welzijn,1999,4171,74.1
87-88 Verzorging en welzijn,2000,4542,79.5
87-88 Verzorging en welzijn,2001,5042,83.1
87-88 Verzorging en welzijn,2002,5380,90
87-88 Verzorging en welzijn,2003,5696,94.6
87-88 Verzorging en welzijn,2004,5743,97.3
87-88 Verzorging en welzijn,2005,5970,100
87-88 Verzorging en welzijn,2006,6292,101
87-88 Verzorging en welzijn,2007,6649,103.1
87-88 Verzorging en welzijn,2008,7181,106
87-88 Verzorging en welzijn,2009,7405,108.2
87-88 Verzorging en welzijn,2010,7601,110.2
87-88 Verzorging en welzijn,2011,7946,109.9
90-92 Kunst  cultuur en loterij,1988,1286,60.2
90-92 Kunst  cultuur en loterij,1989,1345,62.1
90-92 Kunst  cultuur en loterij,1990,1410,63.3
90-92 Kunst  cultuur en loterij,1991,1499,65.7
90-92 Kunst  cultuur en loterij,1992,1631,68.7
90-92 Kunst  cultuur en loterij,1993,1740,71.5
90-92 Kunst  cultuur en loterij,1994,1839,73.8
90-92 Kunst  cultuur en loterij,1995,1922,73.6
90-92 Kunst  cultuur en loterij,1996,2038,76.1
90-92 Kunst  cultuur en loterij,1997,2214,79.6
90-92 Kunst  cultuur en loterij,1998,2401,82.7
90-92 Kunst  cultuur en loterij,1999,2657,84.4
90-92 Kunst  cultuur en loterij,2000,2850,87.9
90-92 Kunst  cultuur en loterij,2001,3207,89.2
90-92 Kunst  cultuur en loterij,2002,3378,92.1
90-92 Kunst  cultuur en loterij,2003,3481,95.7
90-92 Kunst  cultuur en loterij,2004,3595,100.5
90-92 Kunst  cultuur en loterij,2005,3712,100
90-92 Kunst  cultuur en loterij,2006,3989,97.2
90-92 Kunst  cultuur en loterij,2007,4209,98.7
90-92 Kunst  cultuur en loterij,2008,4316,102.8
90-92 Kunst  cultuur en loterij,2009,4217,108.4
90-92 Kunst  cultuur en loterij,2010,4227,112.1
90-92 Kunst  cultuur en loterij,2011,4205,114.4
93 Sport en recreatie,1988,816,50.5
93 Sport en recreatie,1989,844,52.4
93 Sport en recreatie,1990,881,54.1
93 Sport en recreatie,1991,940,55.6
93 Sport en recreatie,1992,995,58.7
93 Sport en recreatie,1993,1043,60.5
93 Sport en recreatie,1994,1093,61.2
93 Sport en recreatie,1995,1148,61.2
93 Sport en recreatie,1996,1221,63.9
93 Sport en recreatie,1997,1275,68.7
93 Sport en recreatie,1998,1369,72.3
93 Sport en recreatie,1999,1492,76.2
93 Sport en recreatie,2000,1602,80.6
93 Sport en recreatie,2001,1753,83.5
93 Sport en recreatie,2002,1785,91.5
93 Sport en recreatie,2003,1918,97
93 Sport en recreatie,2004,1892,97.8
93 Sport en recreatie,2005,1985,100
93 Sport en recreatie,2006,2122,99.8
93 Sport en recreatie,2007,2217,102.7
93 Sport en recreatie,2008,2324,102.1
93 Sport en recreatie,2009,2323,107.5
93 Sport en recreatie,2010,2345,111.6
93 Sport en recreatie,2011,2361,114.1
94 Ideële  belangen-  hobbyverenigingen,1988,783,63.3
94 Ideële  belangen-  hobbyverenigingen,1989,831,64.1
94 Ideële  belangen-  hobbyverenigingen,1990,867,66.7
94 Ideële  belangen-  hobbyverenigingen,1991,969,67.7
94 Ideële  belangen-  hobbyverenigingen,1992,1023,70.4
94 Ideële  belangen-  hobbyverenigingen,1993,1079,71.9
94 Ideële  belangen-  hobbyverenigingen,1994,1108,71.8
94 Ideële  belangen-  hobbyverenigingen,1995,1128,72.7
94 Ideële  belangen-  hobbyverenigingen,1996,1199,74.6
94 Ideële  belangen-  hobbyverenigingen,1997,1285,80.8
94 Ideële  belangen-  hobbyverenigingen,1998,1353,83.9
94 Ideële  belangen-  hobbyverenigingen,1999,1467,84.3
94 Ideële  belangen-  hobbyverenigingen,2000,1592,87
94 Ideële  belangen-  hobbyverenigingen,2001,1643,91.1
94 Ideële  belangen-  hobbyverenigingen,2002,1695,93.9
94 Ideële  belangen-  hobbyverenigingen,2003,1761,98.2
94 Ideële  belangen-  hobbyverenigingen,2004,1863,101
94 Ideële  belangen-  hobbyverenigingen,2005,1959,100
94 Ideële  belangen-  hobbyverenigingen,2006,2079,100.1
94 Ideële  belangen-  hobbyverenigingen,2007,2218,99.2
94 Ideële  belangen-  hobbyverenigingen,2008,2401,101.5
94 Ideële  belangen-  hobbyverenigingen,2009,2316,108.2
94 Ideële  belangen-  hobbyverenigingen,2010,2326,111.1
94 Ideële  belangen-  hobbyverenigingen,2011,2329,114.9
95 Reparatie van consumentenartikelen,1988,172,61.6
95 Reparatie van consumentenartikelen,1989,184,62.7
95 Reparatie van consumentenartikelen,1990,198,64.3
95 Reparatie van consumentenartikelen,1991,209,66.3
95 Reparatie van consumentenartikelen,1992,219,69.4
95 Reparatie van consumentenartikelen,1993,219,73.5
95 Reparatie van consumentenartikelen,1994,228,75
95 Reparatie van consumentenartikelen,1995,245,75.9
95 Reparatie van consumentenartikelen,1996,254,78
95 Reparatie van consumentenartikelen,1997,282,79
95 Reparatie van consumentenartikelen,1998,310,80.2
95 Reparatie van consumentenartikelen,1999,331,82.8
95 Reparatie van consumentenartikelen,2000,358,86.6
95 Reparatie van consumentenartikelen,2001,365,91.7
95 Reparatie van consumentenartikelen,2002,353,96
95 Reparatie van consumentenartikelen,2003,336,99.2
95 Reparatie van consumentenartikelen,2004,341,99.5
95 Reparatie van consumentenartikelen,2005,354,100
95 Reparatie van consumentenartikelen,2006,380,101.5
95 Reparatie van consumentenartikelen,2007,406,104.7
95 Reparatie van consumentenartikelen,2008,411,110.7
95 Reparatie van consumentenartikelen,2009,387,116.9
95 Reparatie van consumentenartikelen,2010,388,118.5
95 Reparatie van consumentenartikelen,2011,391,120.2
96 Overige persoonlijke dienstverlening,1988,641,41.6
96 Overige persoonlijke dienstverlening,1989,660,43.9
96 Overige persoonlijke dienstverlening,1990,668,45.4
96 Overige persoonlijke dienstverlening,1991,707,47.5
96 Overige persoonlijke dienstverlening,1992,726,51.1
96 Overige persoonlijke dienstverlening,1993,747,54.7
96 Overige persoonlijke dienstverlening,1994,776,57
96 Overige persoonlijke dienstverlening,1995,823,59.2
96 Overige persoonlijke dienstverlening,1996,827,61.6
96 Overige persoonlijke dienstverlening,1997,875,64.3
96 Overige persoonlijke dienstverlening,1998,949,67
96 Overige persoonlijke dienstverlening,1999,1036,70.7
96 Overige persoonlijke dienstverlening,2000,1132,75.5
96 Overige persoonlijke dienstverlening,2001,1222,80.7
96 Overige persoonlijke dienstverlening,2002,1305,87.6
96 Overige persoonlijke dienstverlening,2003,1367,93.3
96 Overige persoonlijke dienstverlening,2004,1395,97.3
96 Overige persoonlijke dienstverlening,2005,1437,100
96 Overige persoonlijke dienstverlening,2006,1458,103
96 Overige persoonlijke dienstverlening,2007,1521,107.6
96 Overige persoonlijke dienstverlening,2008,1577,111.2
96 Overige persoonlijke dienstverlening,2009,1538,118.6
96 Overige persoonlijke dienstverlening,2010,1519,122.7
96 Overige persoonlijke dienstverlening,2011,1516,123.9
97 Huishoudens met personeel,1988,,53.3
97 Huishoudens met personeel,1989,,54.9
97 Huishoudens met personeel,1990,,57.2
97 Huishoudens met personeel,1991,,59.8
97 Huishoudens met personeel,1992,,62.1
97 Huishoudens met personeel,1993,,63.1
97 Huishoudens met personeel,1994,,65.5
97 Huishoudens met personeel,1995,,66.8
97 Huishoudens met personeel,1996,,69
97 Huishoudens met personeel,1997,,71.4
97 Huishoudens met personeel,1998,,73.9
97 Huishoudens met personeel,1999,,77.4
97 Huishoudens met personeel,2000,,80.4
97 Huishoudens met personeel,2001,,84.4
97 Huishoudens met personeel,2002,,91.4
97 Huishoudens met personeel,2003,,94.9
97 Huishoudens met personeel,2004,,98
97 Huishoudens met personeel,2005,,100
97 Huishoudens met personeel,2006,,103.2
97 Huishoudens met personeel,2007,,105.9
97 Huishoudens met personeel,2008,,109.3
97 Huishoudens met personeel,2009,,113
97 Huishoudens met personeel,2010,,115.9
97 Huishoudens met personeel,2011,,119.7
99 Extraterritoriale organisaties,1988,,
99 Extraterritoriale organisaties,1989,,
99 Extraterritoriale organisaties,1990,,
99 Extraterritoriale organisaties,1991,,
99 Extraterritoriale organisaties,1992,,
99 Extraterritoriale organisaties,1993,,
99 Extraterritoriale organisaties,1994,,
99 Extraterritoriale organisaties,1995,,
99 Extraterritoriale organisaties,1996,,
99 Extraterritoriale organisaties,1997,,
99 Extraterritoriale organisaties,1998,,
99 Extraterritoriale organisaties,1999,,
99 Extraterritoriale organisaties,2000,,
99 Extraterritoriale organisaties,2001,,
99 Extraterritoriale organisaties,2002,,
99 Extraterritoriale organisaties,2003,,
99 Extraterritoriale organisaties,2004,,
99 Extraterritoriale organisaties,2005,,
99 Extraterritoriale organisaties,2006,,
99 Extraterritoriale organisaties,2007,,
99 Extraterritoriale organisaties,2008,,
99 Extraterritoriale organisaties,2009,,
99 Extraterritoriale organisaties,2010,,
99 Extraterritoriale organisaties,2011,,
Goederen en diensten n.e.g.,1988,846,
Goederen en diensten n.e.g.,1989,905,
Goederen en diensten n.e.g.,1990,935,
Goederen en diensten n.e.g.,1991,997,
Goederen en diensten n.e.g.,1992,1052,
Goederen en diensten n.e.g.,1993,1086,
Goederen en diensten n.e.g.,1994,1130,
Goederen en diensten n.e.g.,1995,1130,
Goederen en diensten n.e.g.,1996,1166,
Goederen en diensten n.e.g.,1997,1192,
Goederen en diensten n.e.g.,1998,1214,
Goederen en diensten n.e.g.,1999,1225,
Goederen en diensten n.e.g.,2000,1255,
Goederen en diensten n.e.g.,2001,1269,
Goederen en diensten n.e.g.,2002,1276,
Goederen en diensten n.e.g.,2003,1244,
Goederen en diensten n.e.g.,2004,1225,
Goederen en diensten n.e.g.,2005,1214,
Goederen en diensten n.e.g.,2006,1205,
Goederen en diensten n.e.g.,2007,1252,
Goederen en diensten n.e.g.,2008,1315,
Goederen en diensten n.e.g.,2009,1274,
Goederen en diensten n.e.g.,2010,1289,
Goederen en diensten n.e.g.,2011,1320,
Verschil toegerekende en afgedragen BTW,1988,,
Verschil toegerekende en afgedragen BTW,1989,,
Verschil toegerekende en afgedragen BTW,1990,,
Verschil toegerekende en afgedragen BTW,1991,,
Verschil toegerekende en afgedragen BTW,1992,,
Verschil toegerekende en afgedragen BTW,1993,,
Verschil toegerekende en afgedragen BTW,1994,,
Verschil toegerekende en afgedragen BTW,1995,,
Verschil toegerekende en afgedragen BTW,1996,,
Verschil toegerekende en afgedragen BTW,1997,,
Verschil toegerekende en afgedragen BTW,1998,,
Verschil toegerekende en afgedragen BTW,1999,,
Verschil toegerekende en afgedragen BTW,2000,,
Verschil toegerekende en afgedragen BTW,2001,,
Verschil toegerekende en afgedragen BTW,2002,,
Verschil toegerekende en afgedragen BTW,2003,,
Verschil toegerekende en afgedragen BTW,2004,,
Verschil toegerekende en afgedragen BTW,2005,,
Verschil toegerekende en afgedragen BTW,2006,,
Verschil toegerekende en afgedragen BTW,2007,,
Verschil toegerekende en afgedragen BTW,2008,,
Verschil toegerekende en afgedragen BTW,2009,,
Verschil toegerekende en afgedragen BTW,2010,,
Verschil toegerekende en afgedragen BTW,2011,,
Totaal activiteiten en overige posten,1988,216632,68.9
Totaal activiteiten en overige posten,1989,235515,69.9
Totaal activiteiten en overige posten,1990,246786,70.9
Totaal activiteiten en overige posten,1991,261007,73.2
Totaal activiteiten en overige posten,1992,266812,75
Totaal activiteiten en overige posten,1993,267134,76.1
Totaal activiteiten en overige posten,1994,281274,77.5
Totaal activiteiten en overige posten,1995,298278,78.4
Totaal activiteiten en overige posten,1996,320046,79.3
Totaal activiteiten en overige posten,1997,344281,81.2
Totaal activiteiten en overige posten,1998,361164,82.7
Totaal activiteiten en overige posten,1999,385207,84.1
Totaal activiteiten en overige posten,2000,432746,87.7
Totaal activiteiten en overige posten,2001,455608,91.6
Totaal activiteiten en overige posten,2002,456053,95.3
Totaal activiteiten en overige posten,2003,458236,97.4
Totaal activiteiten en overige posten,2004,476982,97.8
Totaal activiteiten en overige posten,2005,505825,100
Totaal activiteiten en overige posten,2006,542771,101.6
Totaal activiteiten en overige posten,2007,577872,103.6
Totaal activiteiten en overige posten,2008,621204,105.6
Totaal activiteiten en overige posten,2009,585563,105.6
Totaal activiteiten en overige posten,2010,615336,106.8
Totaal activiteiten en overige posten,2011,648254,108.2
